id,year,birth_city,birth_country,birth_city_latitude,birth_city_longitude
497,1979,Arlington,United States of America,44.3644133,-97.1331212
498,1979,Castries,British West Indies (Saint Lucia),14.0110158,-60.9897239
499,1979,Ir¨¢klion,Crete (Greece),35.3387352,25.1442126
500,1979,Johannesburg,South Africa,-26.2041028,28.0473051
501,1979,Newark,United Kingdom,53.0744766,-0.809773
502,1979,Uskup (Skopje),Ottoman Empire (Republic of Macedonia),41.9981294,21.4254355
503,1979,New York,United States of America,40.7127753,-74.0059728
504,1979,Jhang Maghi&#257;na,India (Pakistan),31.2654657,72.3123725
505,1979,New York,United States of America,40.7127753,-74.0059728
506,1980,Rendcombe,United Kingdom,51.78974,-1.970906
507,1980,New York,United States of America,40.7127753,-74.0059728
508,1980,Boston,United States of America,42.3600825,-71.0588801
509,1980,Omaha,United States of America,41.2565369,-95.9345034
510,1980,&#346;eteniai,Russian Empire (Lithuania),55.3961237,24.0335576
511,1980,Caracas,Venezuela,10.4805937,-66.9036063
512,1980,Toulouse,France,43.604652,1.444209
513,1980,Bradford,United States of America,42.768643,-71.0780044
514,1980,Buenos Aires,Argentina,-34.6036844,-58.3815591
515,1980,Chicago,United States of America,41.8781136,-87.6297982
516,1980,Merriman,United States of America,42.9197225,-101.7007033
517,1981,Nara,Japan,34.685109,135.8048019
518,1981,Zloczov,Poland (Ukraine),49.80941,24.901371
519,1981,Champaign,United States of America,40.1164204,-88.2433829
520,1981,Ruse,Bulgaria,43.8355713,25.9656554
521,1981,Hartford,United States of America,41.7658043,-72.6733723
522,1981,Windsor,Canada,42.3149367,-83.0363633
523,1981,Uppsala,Sweden,59.8585638,17.6389267
525,1981,Dordrecht,Netherlands,51.8132979,4.6900929
526,1981,Mount Verno,United States of America,40.9125992,-73.8370786
527,1981,Lund,Sweden,55.7046601,13.1910073
528,1982,Zelvas,Lithuania,55.2186369,25.100496
529,1982,Renton,United States of America,47.4796927,-122.2079218
530,1982,Aracataca,Colombia,10.591925,-74.186103
531,1982,Stockholm,Sweden,59.3293235,18.0685808
532,1982,Halmstad,Sweden,56.6743748,12.8577884
533,1982,Tardebigg,United Kingdom,52.3226928,-2.0068986
534,1982,Uppsala,Sweden,59.8585638,17.6389267
535,1982,Zamora,Mexico,19.9901766,-102.2834075
536,1982,Waltham,United States of America,42.3764852,-71.2356113
537,1983,Neudorf,Canada,50.7131318,-103.0121315
538,1983,Calais,France,50.95129,1.858686
539,1983,St. Columb Minor,United Kingdom,50.417808,-5.045908
540,1983,Hartford,United States of America,41.7658043,-72.6733723
541,1983,Popowo,Poland,52.5325604,15.5133564
542,1983,Lahore,India (Pakistan),31.5203696,74.3587473
543,1983,Pittsburgh,United States of America,40.4406248,-79.9958864
544,1984,Fort Worth,United States of America,32.7554883,-97.3307658
545,1984,London,United Kingdom,51.5072178,-0.1275862
546,1984,Prague,Austria-Hungary (Czech Republic),50.0755381,14.4378005
547,1984,London,United Kingdom,51.5072178,-0.1275862
548,1984,Munich,Germany,48.1351253,11.5819806
549,1984,Bahia Blanca,Argentina,-38.7183177,-62.2663478
550,1984,Klerksdorp,South Africa,-26.8598225,26.6317514
551,1984,Gorizia,Italy,45.9401812,13.6201754
552,1984,the Hague,Netherlands,52.0704978,4.3006999
553,1985,New York,United States of America,40.7127753,-74.0059728
554,1985,New York,United States of America,40.7127753,-74.0059728
555,1985,Rome,Italy,41.9027835,12.4963655
556,1985,Tananarive (Antananarivo),Madagascar,-18.8791902,47.5079055
557,1985,New York,United States of America,40.7127753,-74.0059728
558,1985,Sumter,United States of America,33.9204354,-80.3414693
560,1985,Schroda,German-occupied Poland (Poland),52.22908,17.27607
561,1986,San Jos¨¦,United States of America,37.33874,-121.8852525
562,1986,Hsinchu,Taiwan,24.8138287,120.9674798
563,1986,Berlin,Germany,52.5200066,13.404954
564,1986,Murfreesboro,United States of America,35.8456213,-86.39027
565,1986,Abeokuta,Nigeria,7.147502,3.3619356
566,1986,Brooklyn,United States of America,40.6781784,-73.9441579
567,1986,Turin,Italy,45.0703393,7.686864
568,1986,Sighet,Romania,47.927707,23.8976506
569,1986,Heidelberg,Germany,49.3987524,8.6724335
570,1986,Frankfurt-on-the-Main,West Germany (Germany),50.1109221,8.6821267
571,1986,Buchs,Switzerland,47.1655403,9.4708594
572,1987,Chester,United States of America,43.2628476,-72.5951082
573,1987,Rosheim,France,48.496665,7.470529
574,1987,Pusan,Korea (South Korea),35.2100142,129.0688702
575,1987,Brooklyn,United States of America,40.6781784,-73.9441579
576,1987,Leningrad (Saint Petersburg),Union of Soviet Socialist Republics (Russia),59.9342596,30.3350941
577,1987,Nagoya,Japan,35.1814506,136.9065571
578,1987,Heredia,Costa Rica,9.9981413,-84.1197643
579,1987,Neuenkirchen,West Germany (Germany),52.2394623,7.3714554
580,1987,Basel,Switzerland,47.5595986,7.5885761
581,1988,Zusamaltheim,Germany,48.5313776,10.6360613
582,1988,Munich,Germany,48.1351253,11.5819806
583,1988,Ludwigsburg,West Germany (Germany),48.8891149,9.1942834
584,1988,Paris,France,48.856614,2.3522219
585,1988,Cairo,Egypt,30.0444196,31.2357116
586,1988,Uddingston,Scotland,55.815735,-4.079127
587,1988,New York,United States of America,40.7127753,-74.0059728
588,1988,Hoquiam,United States of America,46.977043,-123.8839028
590,1988,New York,United States of America,40.7127753,-74.0059728
591,1988,New York,United States of America,40.7127753,-74.0059728
592,1988,Bad Kissingen,Germany,50.1986209,10.0755912
593,1989,Montreal,Canada,45.5018869,-73.5673919
594,1989,Chicago,United States of America,41.8781136,-87.6297982
595,1989,Skedsmo,Norway,59.9929184,11.0421988
596,1989,Iria Flavia,Spain,42.7459331,-8.6555896
597,1989,York,United States of America,39.9625984,-76.727745
598,1989,Oceanside,United States of America,40.6387141,-73.6401296
599,1989,Taktser,Tibet (People's Republic of China),36.377869,101.8655392
600,1989,Washington,United States of America,38.9071923,-77.0368707
601,1989,G?rlitz,Prussia (Germany),51.1524553,14.9688941
602,1989,Lorenzkirch,Germany,51.3560031,13.243844
603,1990,Methuen,United States of America,42.7262016,-71.1908924
604,1990,Chicago,United States of America,41.8781136,-87.6297982
605,1990,Boston,United States of America,42.3600825,-71.0588801
606,1990,Boston,United States of America,42.3600825,-71.0588801
607,1990,Mexico City,Mexico,19.4326077,-99.133208
608,1990,Milford,United States of America,42.1398577,-71.5163049
609,1990,Mart,United States of America,31.5423911,-96.8336015
610,1990,Privolnoye,Union of Soviet Socialist Republics (Russia),45.9222746,41.3115901
611,1990,Chicago,United States of America,41.8781136,-87.6297982
612,1990,Boston,United States of America,42.3600825,-71.0588801
613,1990,Medicine Hat,Canada,50.0290218,-110.7031976
614,1991,Winterthur,Switzerland,47.4988196,8.7236889
615,1991,Willesden,United Kingdom,51.5476301,-0.2369246
616,1991,Springs,South Africa,-26.2607243,28.4630376
617,1991,Landsberg,Germany,48.0464144,10.8718015
618,1991,Stuttgart,Germany,48.7758459,9.1829321
619,1991,Rangoon (Yangon),Burma (Myanmar),16.840939,96.173526
620,1991,Paris,France,48.856614,2.3522219
621,1992,Montreal,Canada,45.5018869,-73.5673919
622,1992,Pottsville,United States of America,40.6856456,-76.195499
623,1992,Castries,Saint Lucia,14.0110158,-60.9897239
624,1992,Shanghai,China,31.230416,121.473701
625,1992,Lansing,United States of America,43.3609053,-91.218768
626,1992,Aldea Chimel,Guatemala,15.5717382,-90.0097275
627,1992,Dabrovica,Poland,51.919438,19.145136
628,1993,Lenoir,United States of America,35.9140196,-81.5389849
629,1993,Blackpool,United Kingdom,53.8167423,-3.0370485
630,1993,New York,United States of America,40.7127753,-74.0059728
631,1993,Cambridge,United States of America,42.3736158,-71.1097335
632,1993,Lorain,United States of America,41.452819,-82.1823746
633,1993,Derby,United Kingdom,52.9225301,-1.4746186
634,1993,Falmouth,United States of America,38.6767372,-84.3302142
635,1993,Qunu,South Africa,-31.7881448,28.6235619
636,1993,Johannesburg,South Africa,-26.2041028,28.0473051
637,1993,New York,United States of America,40.7127753,-74.0059728
638,1993,Philadelphia,United States of America,39.9525839,-75.1652215
639,1994,Budapest,Hungary,47.497912,19.040235
640,1994,Budapest,Hungary,47.497912,19.040235
641,1994,Bluefield,United States of America,37.2698395,-81.2223195
642,1994,Breslau (Wroclaw),Germany (Poland),51.165691,10.451526
643,1994,Uchiko,Japan,33.5329067,132.6579791
644,1994,New Haven,United States of America,41.308274,-72.9278835
645,1994,Baltimore,United States of America,39.2903848,-76.6121893
646,1994,Cairo,Egypt,30.0444196,31.2357116
647,1994,Vishneva,Poland (Belarus),51.919438,19.145136
648,1994,Jerusalem,British Mandate of Palestine (Israel),31.768319,35.21371
649,1994,Lethbridge,Canada,49.6956181,-112.8451067
650,1994,Pittsburgh,United States of America,40.4406248,-79.9958864
651,1995,Amsterdam,Netherlands,52.3675734,4.9041389
652,1995,Mexico City,Mexico,19.4326077,-99.133208
653,1995,Delaware,United States of America,40.2986724,-83.067965
654,1995,Yakima,United States of America,46.6020711,-120.5058987
655,1995,Casteld¨¤wson,Northern Ireland,54.7877149,-6.4923145
656,1995,Wilkes-Barre,United States of America,41.2459149,-75.8813075
657,1995,Magdeburg,Germany,52.1205333,11.6276237
658,1995,South Bend,United States of America,41.6763545,-86.2519898
659,1995,Warsaw,Russian Empire (Poland),52.2296756,21.0122287
661,1995,New York,United States of America,40.7127753,-74.0059728
662,1995,Paterson,United States of America,40.9167654,-74.171811
663,1996,Alice,United States of America,27.7522487,-98.0697249
664,1996,Wisbech,United Kingdom,52.666317,0.158797
665,1996,Akron,United States of America,41.0814447,-81.5190053
666,1996,Minnigaff,Scotland,54.967523,-4.483444
667,1996,Victoria,Canada,48.4284207,-123.3656444
668,1996,Bnin (K¨®rnik),Poland,52.2270232,17.0898688
669,1996,Brisbane,Australia,-27.4704528,153.0260341
670,1996,Basel,Switzerland,47.5595986,7.5885761
671,1996,Wailacama,East Timor,-8.874217,125.727539
672,1996,Dili,East Timor,-8.5568557,125.5603143
673,1996,Rye,United States of America,40.9806535,-73.6837399
674,1996,Aberdeen,United States of America,46.9753708,-123.8157218
675,1996,Washington,United States of America,38.9071923,-77.0368707
676,1997,Provo,United States of America,40.2338438,-111.6585337
677,1997,Halifax,United Kingdom,53.72702,-1.85754
678,1997,Lemvig,Denmark,56.5443443,8.3024871
679,1997,New York,United States of America,40.7127753,-74.0059728
680,1997,Timmins,Canada,48.4758208,-81.3304953
681,1997,Leggiuno-Sangiano,Italy,45.8747686,8.6207601
682,1997,Des Moines,United States of America,41.5868353,-93.6249593
684,1997,Putney,United States of America,42.975268,-72.5217237
685,1997,St. Louis,United States of America,38.6270025,-90.1994042
686,1997,Constantine,French Algeria (Algeria),36.3570052,6.6390282
687,1997,Wilkes-Barre,United States of America,41.2459149,-75.8813075
688,1998,Vienna,Austria,48.2081743,16.3738189
689,1998,Burnham-on-Sea,United Kingdom,51.240139,-2.993858
690,1998,Santiniketan,India,23.6776471,87.6852323
691,1998,Azinhaga,Portugal,39.3692437,-8.539144
692,1998,Charleston,United States of America,32.7764749,-79.9310512
693,1998,Brooklyn,United States of America,40.6781784,-73.9441579
694,1998,Whiting,United States of America,41.6797578,-87.4944873
695,1998,Londonderry,Northern Ireland,54.9964705,-7.3101358
696,1998,Belfast,Northern Ireland,54.597285,-5.93012
697,1998,Visalia,United States of America,36.3301329,-119.2966367
698,1998,Frankfurt-on-the-Main,West Germany (Germany),50.1109221,8.6821267
699,1998,Henan,China,34.7657099,113.75322
700,1999,Damanhur,Egypt,31.0424566,30.4727503
701,1999,Kingston,Canada,44.231345,-76.4809694
702,1999,Danzig (Gdansk),Free City of Danzig (Poland),54.3520252,18.6466384
703,1999,Waltersdorf (Niegoslawice),Germany (Poland),50.1234245,19.7340856
705,1999,Den Helder,Netherlands,52.9562808,4.7607972
706,1999,Waalwijk,Netherlands,51.6878954,5.0574822
707,2000,Sioux City,United States of America,42.4963416,-96.4049408
708,2000,Masterton,New Zealand,-40.9463736,175.667234
709,2000,Tokyo,Japan,35.6761919,139.6503106
710,2000,Chicago,United States of America,41.8781136,-87.6297982
711,2000,Raleigh,United States of America,35.7795897,-78.6381787
712,2000,Ganzhou,China,25.8310899,114.93476
713,2000,Uppsala,Sweden,59.8585638,17.6389267
714,2000,New York,United States of America,40.7127753,-74.0059728
715,2000,Vienna,Austria,48.2081743,16.3738189
716,2000,Mokpo,Korea (South Korea),34.8118351,126.3921664
717,2000,Vitebsk,Union of Soviet Socialist Republics (Belarus),55.1926809,30.206359
718,2000,Weimar,Germany,50.9794934,11.3235439
719,2000,Jefferson City,United States of America,38.5767017,-92.1735164
720,2001,Taunton,United States of America,41.900101,-71.0897674
721,2001,Kobe,Japan,34.6900806,135.1956311
722,2001,Philadelphia,United States of America,39.9525839,-75.1652215
723,2001,New Haven,United States of America,41.308274,-72.9278835
724,2001,Montclair,United States of America,40.8259007,-74.2090053
725,2001,Gary,United States of America,41.6020403,-87.3371523
727,2001,Los Angeles,United States of America,34.0522342,-118.2436849
728,2001,Neston,United Kingdom,53.290584,-3.069102
729,2001,Norwich,United Kingdom,52.6292567,1.2978802
731,2001,Kumasi,Gold Coast (Ghana),6.6666004,-1.6162709
732,2001,Palo Alto,United States of America,37.4418834,-122.1430195
733,2001,Heidelberg,West Germany (Germany),51.165691,10.451526
734,2001,Corvallis,United States of America,44.5645659,-123.2620435
735,2002,New York,United States of America,40.7127753,-74.0059728
736,2002,Toyama City,Japan,36.6958223,137.2137211
737,2002,Aarberg,Switzerland,47.0420553,7.2751012
738,2002,Tel Aviv,British Mandate of Palestine (Israel),32.0852999,34.7817676
739,2002,Wichita,United States of America,37.6871761,-97.330053
740,2002,Budapest,Hungary,47.497912,19.040235
741,2002,Germiston,South Africa,-26.2258734,28.1707794
742,2002,Chicago,United States of America,41.8781136,-87.6297982
743,2002,Cambridge,United Kingdom,52.1950788,0.1312729
744,2002,Plains,United States of America,32.0340508,-84.3926912
745,2002,Washington,United States of America,38.9071923,-77.0368707
746,2002,Toyohashi,Japan,34.7688528,137.3916837
747,2002,Genoa,Italy,44.4056499,8.946256
748,2003,Northfield,United States of America,44.4582983,-93.161604
749,2003,Burlington,United States of America,42.5047161,-71.1956205
750,2003,Syracuse,United States of America,43.0481221,-76.1474244
751,2003,Swansea,United Kingdom,51.62144,-3.943646
752,2003,Cape Town,South Africa,-33.9248685,18.4240553
753,2003,Sidney,United States of America,40.2842164,-84.1554987
754,2003,London,United Kingdom,51.5072178,-0.1275862
755,2003,Hamadan,Iran,34.7983275,48.5148102
756,2003,Moscow,Union of Soviet Socialist Republics (Russia),55.755826,37.6173
757,2003,Moscow,Russia,55.755826,37.6173
758,2003,London,United Kingdom,51.5072178,-0.1275862
759,2004,Haifa,British Protectorate of Palestine (Israel),32.7940463,34.989571
760,2004,Karcag,Hungary,47.3148629,20.9196518
761,2004,Brooklyn,United States of America,40.6781784,-73.9441579
762,2004,Gjesdal,Norway,58.8353384,6.3127272
763,2004,Glens Falls,United States of America,43.3095164,-73.6440058
764,2004,M¨¹rzzuschlag,Austria,47.60687,15.67171
765,2004,New York,United States of America,40.7127753,-74.0059728
766,2004,Seattle,United States of America,47.6062095,-122.3320708
767,2004,Nyeri,Kenya,-0.437099,36.9580104
768,2004,Washington,United States of America,38.9071923,-77.0368707
769,2004,New York,United States of America,40.7127753,-74.0059728
770,2004,New York,United States of America,40.7127753,-74.0059728
771,2005,Menin,Belgium,50.7962549,3.1215356
772,2005,Possum Trot,United States of America,37.0056129,-88.4305964
773,2005,Berne,United States of America,40.6578242,-84.9519115
774,2005,Frankfurt-on-the-Main,Germany,50.1109221,8.6821267
775,2005,Oakland,United States of America,37.8043514,-122.2711639
776,2005,London,United Kingdom,51.5072178,-0.1275862
777,2005,Kalgoorlie,Australia,-30.749,121.466
778,2005,Adelaide,Australia,-34.9284989,138.6007456
780,2005,Cairo,Egypt,30.0444196,31.2357116
781,2005,New York,United States of America,40.7127753,-74.0059728
782,2005,Denver,United States of America,39.7392358,-104.990251
783,2005,Heidelberg,Germany,49.3987524,8.6724335
784,2006,St. Louis,United States of America,38.6270025,-90.1994042
785,2006,Evanston,United States of America,42.0450722,-87.6876969
786,2006,Istanbul,Turkey,41.0082376,28.9783589
787,2006,Stanford,United States of America,37.424106,-122.1660756
788,2006,New Haven,United States of America,41.308274,-72.9278835
789,2006,Chittagong,British India (Bangladesh),22.3752075,91.8348606
791,2006,Roanoke,United States of America,37.2709704,-79.9414266
792,2006,Yukon,United States of America,27.6648274,-81.5157535
793,2007,Bad Cannstatt,Germany,48.8084576,9.2250355
794,2007,Moscow,Russia,55.755826,37.6173
795,2007,New York,United States of America,40.7127753,-74.0059728
796,2007,Boston,United States of America,42.3600825,-71.0588801
797,2007,Kermanshah,Persia (Iran),34.3276924,47.0777685
798,2007,Verona,Italy,45.4383842,10.9916215
799,2007,Stroud,United Kingdom,51.745734,-2.217758
800,2007,Halifax,United Kingdom,53.72702,-1.85754
802,2007,Washington,United States of America,38.9071923,-77.0368707
803,2007,Carcassonne,France,43.2132151,2.3517703
804,2007,Plzen,Czechoslovakia (Czech Republic),49.7384314,13.3736371
805,2008,Kyoto,Japan,35.011564,135.7681489
806,2008,Chicago,United States of America,41.8781136,-87.6297982
807,2008,New York,United States of America,40.7127753,-74.0059728
808,2008,New York,United States of America,40.7127753,-74.0059728
809,2008,Nice,France,43.7101728,7.2619532
810,2008,Gelsenkirchen,Germany,51.5187651,7.0838411
811,2008,Paris,France,48.856614,2.3522219
812,2008,Chabris,France,47.25447,1.654295
813,2008,Viipuri (Vyborg),Finland,60.7095622,28.749044
814,2008,Tokyo,Japan,35.6761919,139.6503106
815,2008,Nagoya,Japan,35.1814506,136.9065571
816,2008,Nagoya,Japan,35.1814506,136.9065571
817,2009,Chidambaram,India,11.4070449,79.6912455
818,2009,Milwaukee,United States of America,43.0389025,-87.9064736
819,2009,Jerusalem,British Mandate of Palestine (Israel),31.768319,35.21371
820,2009,Los Angeles,United States of America,34.0522342,-118.2436849
821,2009,Superior,United States of America,46.7207737,-92.1040796
822,2009,Nitzkydorf,Romania,45.578502,21.5359019
823,2009,Hobart,Australia,-42.8826055,147.3257196
824,2009,San Diego,United States of America,32.715738,-117.1610838
825,2009,London,United Kingdom,51.5072178,-0.1275862
826,2009,Honolulu,United States of America,21.3098845,-157.8581401
827,2009,Shanghai,China,31.230416,121.473701
828,2009,Amherst,Canada,45.8344395,-64.2123394
829,2009,White Plains,United States of America,41.0339862,-73.7629097
830,2010,Springfield,United States of America,42.1014831,-72.589811
831,2010,Changchun,China,43.8160199,125.32357
832,2010,Mukawa,Japan,42.5747255,141.9266921
833,2010,New York,United States of America,40.7127753,-74.0059728
834,2010,Enterprise,United States of America,45.4262617,-117.2787815
835,2010,Nicosia,Cyprus,35.1855659,33.3822764
836,2010,Arequipa,Peru,-16.4090474,-71.537451
837,2010,Batley,United Kingdom,53.717028,-1.635083
839,2010,Sochi,Russia,43.6028079,39.7341543
840,2010,Nizhny Tagil,Russia,57.9214912,59.9816186
841,2011,Tel Aviv,British Mandate of Palestine (Israel),32.0852999,34.7817676
842,2011,Pasadena,United States of America,34.1477849,-118.1445155
843,2011,Washington,United States of America,38.9071923,-77.0368707
844,2011,Stockholm,Sweden,59.3293235,18.0685808
845,2011,Chicago,United States of America,41.8781136,-87.6297982
846,2011,Echternach,Luxembourg,49.811342,6.4175245
847,2011,Montreal,Canada,45.5018869,-73.5673919
848,2011,Monrovia,Liberia,6.3156068,-10.8073698
849,2011,Monrovia,Liberia,6.3156068,-10.8073698
850,2011,Ta'izz,Yemen,13.5775886,44.0177989
851,2011,Champaign-Urbana,United States of America,40.1105875,-88.2072697
852,2011,Missoula,United States of America,46.8721284,-113.9940314
853,2011,Washington,United States of America,38.9071923,-77.0368707
854,2012,New York,United States of America,40.7127753,-74.0059728
855,2012,Little Falls,United States of America,45.9805556,-94.3694444
856,2012,New York,United States of America,40.7127753,-74.0059728
857,2012,Cambridge,United States of America,42.3736158,-71.1097335
858,2012,Gaomi,China,36.3825699,119.75568
859,2012,Dippenhall,United Kingdom,51.2151659,-0.8319759
860,2012,Osaka,Japan,34.6937249,135.5022535
862,2012,Casablanca,Morocco,33.5731104,-7.5898434
863,2012,Milwaukee,United States of America,43.0389025,-87.9064736
864,2013,Vienna,Austria,48.2081743,16.3738189
865,2013,Pretoria,South Africa,-25.7478676,28.2292712
866,2013,Kibbutz Sde-Nahum,British Mandate of Palestine (Israel),32.525068,35.480855
867,2013,Boston,United States of America,42.3600825,-71.0588801
868,2013,Urbana,United States of America,40.1105875,-88.2072697
869,2013,Detroit,United States of America,42.331427,-83.0457538
870,2013,Wingham,Canada,43.8879476,-81.3116601
871,2013,Haverhill,United States of America,42.7762015,-71.0772796
872,2013,St. Paul,United States of America,44.9537029,-93.0899578
873,2013,G?ttingen,Germany,51.5412804,9.9158035
875,2013,Etterbeek,Belgium,50.8305816,4.3899848
876,2013,Newcastle upon Tyne,United Kingdom,54.978252,-1.61778
877,2014,Ann Arbor,United States of America,42.2808256,-83.7430378
878,2014,Arad,Romania,46.1865606,21.3122677
879,2014,Pleasanton,United States of America,37.6604484,-121.8757968
880,2014,Troyes,France,48.2973451,4.0744009
881,2014,Paris,France,48.856614,2.3522219
882,2014,New York,United States of America,40.7127753,-74.0059728
883,2014,Fosnav?g,Norway,62.3413767,5.631069
884,2014,?lesund,Norway,62.4722284,6.149482
885,2014,Vidisha,India,23.5235719,77.8139718
886,2014,Mingora,Pakistan,34.7717466,72.3601512
887,2014,Chiran,Japan,31.387231,130.4770912
888,2014,Hamamatsu,Japan,34.7102752,137.7274159
889,2014,Ikata,Japan,33.4886038,132.3542025
890,2015,Stockholm,Sweden,59.3293235,18.0685808
891,2015,Raton,United States of America,36.9033581,-104.4391532
892,2015,Savur,Turkey,37.5484936,40.913211
893,2015,Edinburgh,United Kingdom,55.953252,-3.188267
894,2015,Ivano-Frankivsk,Ukraine,48.922633,24.711117
895,2015,Ramelton,Ireland,55.0359,-7.64809
896,2015,Yamanashi Prefecture,Japan,35.6635113,138.6388879
897,2015,Zhejiang Ningbo,China,29.868336,121.54399
899,2015,Higashimatsuyama,Japan,36.0422084,139.399972
900,2015,Sydney,Canada,46.1367899,-60.194224
901,2016,Paris,France,48.856614,2.3522219
902,2016,Edinburgh,United Kingdom,55.953252,-3.188267
903,2016,Barger-Compascuum,Netherlands,52.7548724,7.0416603
904,2016,London,United Kingdom,51.5072178,-0.1275862
905,2016,Helsinki,Finland,60.1698557,24.938379
906,2016,Duluth,United States of America,46.7866719,-92.1004852
907,2016,Fukuoka,Japan,33.5901838,130.4016888
908,2016,Bogot¨¢,Colombia,4.7109886,-74.072092
909,2016,Bearsden,United Kingdom,55.92169,-4.335525
910,2016,London,United Kingdom,51.5072178,-0.1275862
911,2016,Aberdeen,United Kingdom,57.1498891,-2.0937528
